MatchID,MatchIDinofficial,MatchDay,MatchNum,HomeTeam.TeamNameEN,AwayTeam.TeamNameEN,MatchTime
4d83bb11-7754-4129-8231-06a4155c278a,20220429FRI4,FRI,4,Cerezo Osaka,Kashima Antlers,2022-04-29 15:00:00
58019643-7b52-4ef6-a4ba-3e21882193b6,20220429FRI5,FRI,5,Kashiwa Reysol,Sagan Tosu,2022-04-29 15:00:00
0d71fb1d-a417-466c-a61b-1443b1a212f0,20220429FRI6,FRI,6,Melbourne Victory,Wellington Phoenix,2022-04-29 17:45:00
fce82c3f-2c21-40fe-8bae-33fb80320ae9,20220429FRI7,FRI,7,FC Tokyo,Gamba Osaka,2022-04-29 18:00:00
0623bae4-c133-4ba5-abb4-8f8eddff0065,20220429FRI10,FRI,10,Sandhausen,Schalke 04,2022-04-30 00:30:00
59601246-bf60-4a92-a5cd-08764bcdf9be,20220429FRI11,FRI,11,Hannover,Karlsruher,2022-04-30 00:30:00
6af069bb-20d7-4408-8889-986424a71590,20220429FRI12,FRI,12,Heidenheim,Dusseldorf,2022-04-30 00:30:00
44d8846f-75f7-4ae4-a3ad-1a92169c8e21,20220429FRI13,FRI,13,St. Pauli,Nurnberg,2022-04-30 00:30:00
f427d35d-c94d-4627-8572-b8babd8cefa7,20220429FRI14,FRI,14,Werder Bremen,Holstein Kiel,2022-04-30 00:30:00
aa09268e-bde9-4d73-ac21-736803d360e8,20220429FRI15,FRI,15,Audax Italiano,Universidad Chile,2022-04-30 01:57:00
42d30ab4-11b0-4ba3-aa96-bd9646ef9b5d,20220429FRI16,FRI,16,Utrecht,NEC Nijmegen,2022-04-30 02:00:00
8c198d70-6eb0-47ef-9911-57cd264d7504,20220429FRI17,FRI,17,De Graafschap,Jong PSV Eindhoven,2022-04-30 02:00:00
f038a5c2-b492-44f6-843b-2e415458c5a9,20220429FRI18,FRI,18,Den Bosch,Roda,2022-04-30 02:00:00
805b9f30-e786-417d-8aab-e1089bfd9eb3,20220429FRI19,FRI,19,Den Haag,Almere City,2022-04-30 02:00:00
c7089fe3-2c83-4699-be57-6e23b8a75ad5,20220429FRI20,FRI,20,Dordrecht,Volendam,2022-04-30 02:00:00
03dba8ca-b9fc-46ba-a35c-9b8e7757b2bd,20220429FRI21,FRI,21,FC Eindhoven,Emmen,2022-04-30 02:00:00
29e295a4-8916-49d9-a582-bae115b88fe7,20220429FRI22,FRI,22,Jong AZ Alkmaar,Helmond,2022-04-30 02:00:00
d654751e-3344-4568-9039-e5e110cd4d7e,20220429FRI23,FRI,23,Maastricht,Jong Ajax,2022-04-30 02:00:00
8eac097a-a5f3-4f7e-a864-6e0581c439b8,20220429FRI24,FRI,24,NAC,Oss,2022-04-30 02:00:00
e39e45b7-83ac-403b-b386-5cc277ccdd86,20220429FRI25,FRI,25,Telstar,Jong Utrecht,2022-04-30 02:00:00
df2e7b57-7932-4860-aafc-544b3e44fc8a,20220429FRI26,FRI,26,Venlo,Excelsior,2022-04-30 02:00:00
9c189a54-0dcb-48f3-93d5-ff04796cc546,20220429FRI27,FRI,27,Union Berlin,Greuther Furth,2022-04-30 02:30:00
12137047-5a7d-44e6-b334-8b5eb1a3bcae,20220429FRI28,FRI,28,Genk,KV Mechelen,2022-04-30 02:45:00
7047f772-7fd2-4be6-a044-8eaf8b8649d1,20220429FRI29,FRI,29,QPR,Sheff Utd,2022-04-30 02:45:00
3b9a701d-fe43-4655-9d76-f02d264e7f45,20220429FRI30,FRI,30,Sevilla,Cadiz,2022-04-30 03:00:00
9faf579a-2e34-4b31-b00c-2b6382a0e40c,20220429FRI31,FRI,31,Strasbourg,Paris Saint Germain,2022-04-30 03:00:00
e33318d4-de55-4e07-bc33-2a507180cefb,20220429FRI33,FRI,33,Famalicao,Estoril,2022-04-30 03:15:00
612b7dfa-1543-4b9e-add7-ac5c13d9f0fc,20220429FRI34,FRI,34,Las Palmas,Malaga,2022-04-30 04:00:00
06eb88ce-a89d-463c-ba19-08199144a877,20220429FRI35,FRI,35,Estudiantes,Aldosivi,2022-04-30 06:00:00
31da1604-5641-401e-972e-90fb0236e6d5,20220429FRI36,FRI,36,Necaxa,Guadalajara,2022-04-30 08:00:00
48d0544a-848a-4ea5-9c81-108d3190c629,20220429FRI37,FRI,37,Patronato,Gimnasia LP,2022-04-30 08:30:00
d8c47755-ff80-46be-81f8-d0900b825884,20220429FRI38,FRI,38,Mazatlan FC,Puebla,2022-04-30 10:05:00
545988b0-59d6-4e23-9c11-a9d29bedf4c3,20220430SAT1,SAT,1,JEF United Chiba,Oita Trinita,2022-04-30 13:00:00
626eea12-7767-4c27-b830-704564bf00a8,20220430SAT2,SAT,2,Renofa Yamaguchi,Tochigi SC,2022-04-30 13:00:00
815154c7-85d2-468f-9836-18056add6248,20220430SAT3,SAT,3,Central Coast Mariners,Western Utd,2022-04-30 14:05:00
9994bb11-ef09-4088-b9c1-703a94926c4e,20220430SAT4,SAT,4,Mito Hollyhock,Ventforet Kofu,2022-04-30 15:00:00
af4ad157-212a-4d70-839e-bab58ad3f550,20220430SAT5,SAT,5,FC Ryukyu,Albirex Niigata,2022-04-30 16:00:00
4a273a08-d9ad-4b14-8e22-e4b7427c8aee,20220430SAT8,SAT,8,Adelaide Utd,Brisbane Roar,2022-04-30 17:45:00
0b097fdd-1321-4489-807c-703853c65398,20220430SAT9,SAT,9,Perth Glory,Western Sydney Wanderers,2022-04-30 17:45:00
a67814e1-e213-418e-806f-1bdcdcd2c00a,20220430SAT15,SAT,15,Newcastle,Liverpool,2022-04-30 19:30:00
6e0812b2-305f-44de-b977-ebe29440c0c8,20220430SAT16,SAT,16,Barnsley,Preston,2022-04-30 19:30:00
fde73094-02ff-493a-a888-8345ec582838,20220430SAT17,SAT,17,AFC Wimbledon,Accrington Stanley,2022-04-30 19:30:00
d5a84975-8e00-481c-8de6-76c263c5f3e5,20220430SAT18,SAT,18,Bolton,Fleetwood,2022-04-30 19:30:00
70dcb0ff-56e6-46b7-be27-39cf0158bcb4,20220430SAT19,SAT,19,Burton Albion,Wycombe,2022-04-30 19:30:00
7b7f7c26-83fc-44b2-9796-5518ea2fec29,20220430SAT20,SAT,20,Cambridge Utd,Cheltenham,2022-04-30 19:30:00
f4b6d02b-deb7-476a-9893-a7281937757d,20220430SAT21,SAT,21,Gillingham,Rotherham,2022-04-30 19:30:00
829acd15-b828-4fc3-9110-0c0c91971119,20220430SAT22,SAT,22,Ipswich,Charlton,2022-04-30 19:30:00
fe4fd855-2836-42b7-a82d-eed22eaea8a6,20220430SAT23,SAT,23,Lincoln City,Crewe,2022-04-30 19:30:00
5e254996-44ca-4286-b2f3-8fc0560925bc,20220430SAT24,SAT,24,Morecambe,Sunderland,2022-04-30 19:30:00
3357f168-15c4-40d3-9976-ffd943346850,20220430SAT25,SAT,25,Oxford Utd,Doncaster,2022-04-30 19:30:00
255a3727-9499-4dad-a431-4b397054e23b,20220430SAT26,SAT,26,Plymouth,Milton Keynes Dons,2022-04-30 19:30:00
d00b207c-0fed-4b9d-b749-f4500afcc532,20220430SAT27,SAT,27,Sheff Wednesday,Portsmouth,2022-04-30 19:30:00
